InternetService_Fiber optic,PaymentMethod_Electronic check,MonthlyCharges,PaperlessBilling,SeniorCitizen,PaymentMethod_Credit card (automatic),Partner,Dependents,TechSupport_Yes,OnlineSecurity_Yes,Contract_One year,TotalCharges,InternetService_No,Contract_Two year,tenure,Churn
0,0,70.0,1,0,0,0,0,0,0,1,347.4,0,0,5,1
0,0,82.3,0,0,0,1,1,1,1,0,5815.15,0,1,72,0
0,0,66.8,1,0,0,1,1,0,0,0,3970.4,0,0,58,0
0,0,44.6,1,0,0,0,0,1,1,0,3058.15,0,1,70,0
1,0,98.45,1,0,0,1,1,1,0,1,6145.2,0,0,61,0
1,0,70.7,0,0,0,0,0,0,0,0,129.2,0,0,2,0
0,0,24.95,0,0,0,1,1,0,0,1,1165.9,1,0,46,0
0,0,49.95,1,0,0,0,0,0,0,0,49.95,0,0,1,1
1,1,69.25,1,0,0,1,0,0,0,0,1554.0,0,0,22,1
1,0,102.5,1,0,1,0,0,1,1,0,4904.25,0,1,48,0
0,0,86.55,0,0,1,0,0,1,0,0,5632.55,0,1,64,0
0,0,24.3,0,0,0,1,1,0,0,0,1643.25,1,1,72,0
0,0,58.35,1,0,1,1,1,0,0,0,740.55,0,0,12,0
1,1,94.25,1,1,0,1,0,0,0,0,3217.55,0,0,34,1
0,0,68.75,0,0,1,1,1,0,1,0,4888.2,0,1,72,0
1,1,85.8,1,0,0,1,0,0,0,0,2440.25,0,0,29,0
0,0,20.1,0,0,1,1,1,0,0,1,620.55,1,0,33,0
0,0,20.35,0,0,0,0,0,0,0,0,20.35,1,0,1,0
1,1,110.8,1,0,0,1,1,1,0,1,6840.95,0,0,62,0
0,1,73.0,1,0,0,1,0,0,0,1,3001.2,0,0,41,1
1,0,100.05,1,0,1,0,0,0,0,1,6254.2,0,0,64,1
1,0,82.85,1,0,1,0,0,0,0,0,319.6,0,0,4,0
1,1,84.35,1,0,0,0,0,1,1,0,1938.05,0,0,24,0
0,0,19.55,0,0,0,1,1,0,0,1,294.5,1,0,14,0
0,0,19.95,0,0,0,0,1,0,0,0,58.3,1,0,3,0
1,0,99.8,1,1,1,0,0,0,0,0,442.85,0,0,4,1
0,1,35.0,1,0,0,0,1,0,0,0,553.0,0,0,18,1
0,1,66.25,1,0,0,0,0,0,0,0,546.45,0,0,8,0
0,0,23.3,0,0,0,0,0,0,0,0,797.1,1,1,35,0
1,1,76.0,0,0,0,0,0,0,0,0,76.0,0,0,1,1
0,0,25.3,1,0,1,0,1,0,0,0,1673.8,1,1,66,0
0,0,44.55,1,0,0,0,1,1,1,0,343.45,0,1,8,0
1,0,104.1,1,0,1,1,0,0,1,1,7412.25,0,0,71,0
1,0,92.55,1,0,0,1,1,0,0,0,4039.0,0,0,43,0
1,1,93.85,1,1,0,0,0,0,0,0,170.85,0,0,2,1
1,0,101.45,1,1,0,0,0,0,0,0,2948.6,0,0,29,0
1,1,84.3,1,0,0,1,0,0,0,0,1308.4,0,0,15,1
1,0,94.55,0,0,1,1,1,1,1,0,6078.75,0,1,65,0
1,1,95.5,0,0,0,0,0,1,0,0,3418.2,0,0,35,0
1,0,100.3,1,0,1,0,0,0,1,1,6603.8,0,0,64,0
0,0,55.5,1,0,1,1,1,1,0,0,3166.9,0,1,58,0
0,0,49.85,1,1,1,0,0,0,0,0,865.75,0,0,18,0
1,0,89.55,1,0,0,1,1,0,0,0,6373.1,0,0,67,0
0,0,19.15,1,0,0,1,1,0,0,0,1177.05,1,1,63,0
1,1,99.8,1,0,0,1,0,0,0,0,5985.75,0,0,60,0
1,0,84.4,1,1,1,0,0,0,0,0,732.5,0,0,9,1
1,0,113.05,1,0,1,1,1,1,1,0,7869.05,0,1,70,0
1,1,101.1,1,0,0,1,0,0,0,0,1504.05,0,0,15,1
0,0,19.95,0,0,0,0,1,0,0,1,936.7,1,0,48,0
0,1,74.15,1,0,0,1,0,1,0,0,741.4,0,0,12,0
1,1,92.0,1,1,0,1,0,1,1,1,6585.2,0,0,71,0
1,1,73.85,0,1,0,0,0,0,0,0,3122.4,0,0,44,0
0,1,50.45,1,0,0,0,0,0,0,0,50.45,0,0,1,1
0,0,24.45,0,0,0,1,1,0,0,0,1088.25,1,1,45,0
0,0,24.8,0,0,1,0,0,0,0,1,615.35,1,0,23,0
0,0,64.85,1,0,0,1,0,1,0,1,2908.2,0,0,43,0
0,0,20.75,0,0,0,0,0,0,0,0,739.9,1,0,35,0
0,0,68.95,1,0,0,1,0,1,1,0,593.85,0,0,9,0
1,0,99.95,1,0,0,0,0,1,0,0,1132.75,0,0,12,1
1,0,109.4,1,1,1,1,0,0,1,0,7227.45,0,0,65,0
1,1,91.4,1,0,0,0,0,0,0,0,193.6,0,0,2,1
0,0,49.0,0,0,0,0,0,0,0,0,1291.35,0,0,27,0
0,0,50.25,1,0,0,0,0,0,0,1,2023.55,0,0,40,0
1,0,75.55,1,1,1,0,0,0,0,0,349.65,0,0,5,1
0,0,19.9,0,0,1,1,1,0,0,1,153.95,1,0,8,0
1,0,97.8,1,1,0,1,0,0,0,1,5458.8,0,0,58,0
1,1,100.3,0,0,0,1,1,0,1,1,5244.45,0,0,52,0
0,0,55.8,1,0,0,1,0,1,0,0,154.55,0,0,3,0
1,1,111.15,1,0,0,0,1,1,1,0,4507.15,0,1,41,0
1,0,98.55,1,0,0,0,0,1,0,0,2031.95,0,0,20,0
0,1,50.05,1,0,0,0,1,0,0,0,50.05,0,0,1,0
1,0,80.8,0,0,1,0,1,1,0,0,332.45,0,0,4,1
0,1,20.85,0,0,0,0,0,0,0,0,473.9,1,0,23,0
0,0,19.5,0,1,0,0,0,0,0,0,106.8,1,0,6,0
0,0,19.35,1,0,0,1,1,0,0,0,152.6,1,0,8,0
0,0,69.5,0,0,0,0,0,0,1,0,1199.4,0,0,18,0
0,0,48.8,1,1,1,0,0,0,1,0,2555.05,0,0,52,0
1,1,94.5,1,0,0,0,0,0,0,0,2979.2,0,0,31,0
0,0,20.65,1,0,0,1,1,0,0,0,654.85,1,0,29,0
1,0,106.05,1,0,1,1,0,1,1,0,3834.4,0,1,36,0
1,1,100.0,1,0,0,1,0,0,0,0,1534.75,0,0,16,1
1,1,108.3,1,0,0,1,0,1,0,1,4586.15,0,0,42,0
0,1,20.55,0,0,0,0,0,0,0,0,20.55,1,0,1,1
1,1,99.65,1,0,0,0,0,0,0,0,5941.05,0,1,60,0
1,1,85.3,1,0,0,0,0,0,0,0,424.15,0,0,5,1
1,0,95.9,0,0,1,1,0,1,1,0,2234.95,0,0,22,0
0,0,20.0,0,0,0,1,0,0,0,1,666.75,1,0,36,0
1,1,70.4,0,0,0,0,0,0,0,0,281.0,0,0,4,1
0,0,64.95,0,0,0,0,0,1,1,0,547.8,0,0,9,0
1,0,74.6,0,0,1,1,1,0,0,0,74.6,0,0,1,0
0,1,49.2,1,0,0,1,1,0,1,0,571.15,0,0,12,0
0,0,73.75,1,0,0,0,0,1,0,1,1756.6,0,0,23,0
1,0,92.3,1,0,0,0,0,0,1,1,5731.45,0,0,62,0
1,0,98.8,0,0,0,0,0,1,0,0,3475.55,0,0,37,1
0,0,19.2,0,0,0,0,0,0,0,0,156.85,1,0,8,0
1,0,88.65,0,0,1,1,0,0,0,0,2683.2,0,0,31,0
1,0,74.4,1,0,1,1,1,0,0,0,896.75,0,0,13,1
1,1,98.75,1,0,0,0,0,0,0,0,2407.3,0,0,24,1
1,0,95.95,1,0,0,1,1,0,0,0,4456.65,0,0,45,0
1,0,105.4,0,1,1,1,0,1,0,0,6998.95,0,1,69,0
0,0,20.25,0,0,0,0,0,0,0,0,36.8,1,0,2,0
1,1,106.0,1,0,0,1,1,0,1,1,6547.7,0,0,61,1
1,1,104.7,1,0,0,0,0,0,0,0,4346.4,0,0,41,1
0,1,49.05,1,0,0,0,0,0,0,1,2265.0,0,0,44,0
0,0,35.55,0,0,0,0,0,1,0,1,1309.15,0,0,39,0
0,0,65.1,1,0,1,1,1,1,1,0,4754.3,0,1,72,0
1,1,96.85,1,1,0,0,0,0,0,0,1235.55,0,0,13,0
0,0,69.75,1,0,1,1,1,1,1,1,3562.5,0,0,51,0
1,1,99.2,1,1,0,1,0,0,0,0,7213.75,0,1,71,0
1,1,96.7,1,1,0,0,0,0,0,0,2082.95,0,0,22,1
0,0,55.05,1,0,1,0,0,1,0,0,102.75,0,0,2,1
1,1,106.8,1,0,0,0,0,0,0,1,5914.4,0,0,56,0
0,0,51.25,0,0,0,0,0,0,1,0,51.25,0,0,1,0
0,0,57.75,1,0,0,1,1,1,1,1,1282.85,0,0,23,0
0,0,70.85,1,1,0,1,0,0,0,1,4738.85,0,0,66,0
0,0,19.55,0,0,0,0,0,0,0,0,19.55,1,0,1,0
1,1,88.2,1,1,0,0,0,0,0,0,1775.8,0,0,19,1
1,0,79.5,1,0,0,0,0,0,1,0,795.65,0,0,11,0
0,0,19.75,1,0,0,1,1,0,0,1,145.0,1,0,8,1
1,0,98.15,0,0,0,1,1,0,1,0,4993.4,0,0,52,0
0,1,20.25,1,0,0,0,0,0,0,0,61.45,1,0,3,0
1,0,79.15,1,0,0,1,1,0,1,0,4018.55,0,0,51,0
1,1,75.65,0,1,0,0,0,0,0,0,1146.65,0,0,15,1
1,1,94.25,1,1,0,1,0,0,0,0,6081.4,0,0,64,0
0,0,40.2,1,0,1,0,0,0,0,0,1478.85,0,0,37,0
0,0,19.95,0,0,0,0,0,0,0,0,243.65,1,1,13,0
0,1,55.35,1,0,0,1,0,0,1,1,2633.95,0,0,49,0
1,0,102.15,1,1,0,0,0,0,0,1,4735.35,0,0,45,0
1,1,71.1,1,0,0,0,0,0,0,0,1247.75,0,0,18,0
1,1,74.7,1,1,0,0,0,0,0,0,74.7,0,0,1,1
0,0,54.1,1,0,0,1,0,0,1,0,3794.5,0,1,68,0
0,0,19.65,0,0,1,0,0,0,0,0,1008.7,1,1,54,0
1,0,88.45,1,1,0,1,1,0,0,0,2130.55,0,0,23,0
1,1,76.65,1,0,0,0,0,0,0,0,1313.55,0,0,17,1
0,0,80.4,0,0,1,1,0,1,1,0,5727.15,0,1,71,0
0,0,19.25,1,0,0,1,1,0,0,0,1372.9,1,1,67,0
1,1,84.8,1,0,0,1,1,0,0,0,1203.9,0,0,14,0
0,0,25.8,1,1,0,0,0,0,0,0,25.8,0,0,1,1
0,0,19.5,0,0,1,0,1,0,0,0,1215.1,1,1,63,0
0,1,68.6,1,0,0,0,0,1,0,1,2877.05,0,0,41,0
1,1,92.6,0,0,0,1,0,0,0,0,1579.7,0,0,17,0
1,1,100.55,1,0,0,1,0,0,1,1,5514.95,0,0,56,0
0,0,20.55,0,0,1,0,0,0,0,0,96.1,1,0,5,0
0,1,42.6,1,0,0,0,0,0,1,0,72.4,0,0,2,1
0,0,19.6,1,0,0,1,0,0,0,0,55.25,1,0,3,0
0,1,67.45,0,0,0,0,0,1,1,1,2443.3,0,0,37,0
0,0,68.85,1,0,0,0,0,0,1,0,1970.5,0,0,29,1
0,0,43.55,0,0,0,0,0,0,0,0,335.4,0,0,8,0
1,0,109.85,1,0,1,0,0,1,0,0,7002.95,0,0,63,0
0,0,20.65,0,0,0,1,1,0,0,0,158.95,1,0,7,0
1,1,95.4,0,0,0,0,0,0,0,0,293.15,0,0,3,0
0,0,21.0,0,0,0,1,1,0,0,0,1493.75,1,1,72,0
0,1,56.2,1,0,0,0,0,0,0,0,1093.4,0,0,19,0
0,0,18.4,0,0,0,1,0,0,0,0,1057.85,1,1,59,0
1,0,90.0,0,0,1,1,1,1,0,0,190.05,0,0,2,1
0,1,25.75,1,0,0,1,1,0,0,0,882.55,1,0,35,0
0,0,19.6,0,0,1,0,0,0,0,0,300.4,1,0,14,0
1,1,75.35,0,0,0,0,0,0,0,0,1025.95,0,0,14,1
0,0,19.8,0,0,1,1,1,0,0,0,1436.95,1,1,69,0
0,1,64.2,0,1,0,1,0,1,1,0,475.0,0,0,7,0
0,0,75.75,1,0,0,1,1,1,1,0,5388.15,0,1,69,0
0,1,78.95,1,0,0,1,1,1,0,0,5730.15,0,1,72,0
1,1,100.85,0,0,0,0,0,0,0,0,819.55,0,0,8,1
0,1,50.3,0,0,0,1,1,0,1,0,217.1,0,0,4,0
1,0,80.3,1,0,1,1,1,0,0,0,4896.35,0,0,63,0
0,0,19.85,0,0,0,0,0,0,0,0,1434.1,1,1,72,0
0,1,21.1,1,0,0,0,0,0,0,0,937.1,1,1,46,0
1,1,69.95,0,0,0,1,0,0,0,0,330.15,0,0,5,1
0,0,50.0,1,0,0,1,0,0,0,0,1474.9,0,0,30,0
1,0,104.75,1,0,0,0,0,0,0,0,6536.5,0,1,63,0
0,0,19.85,0,0,0,0,0,0,0,0,1128.1,1,1,60,0
1,1,107.5,1,0,0,1,0,0,0,1,6873.75,0,0,63,1
1,1,85.9,0,0,0,1,1,1,0,0,2199.05,0,0,25,0
0,0,45.85,1,0,0,0,0,0,0,0,45.85,0,0,1,1
1,1,80.8,1,1,0,1,0,0,0,0,457.1,0,0,6,0
0,0,25.25,0,0,0,0,0,0,0,0,566.5,1,1,22,0
0,0,80.55,0,0,0,1,1,1,0,0,2471.6,0,1,31,0
1,0,81.5,1,0,0,1,1,1,0,0,3107.3,0,0,39,0
0,0,20.9,0,0,0,0,0,0,0,0,518.3,1,0,26,0
1,0,106.1,1,0,0,1,0,0,1,1,5769.75,0,0,53,1
1,1,91.7,0,0,0,0,0,1,0,0,91.7,0,0,1,1
0,1,67.25,1,0,0,0,0,1,1,0,832.3,0,0,12,0
1,0,95.6,1,0,1,0,0,0,0,0,1555.65,0,0,16,1
0,0,20.35,0,0,0,0,0,0,0,0,45.3,1,0,2,0
0,0,45.05,0,0,0,0,1,1,1,1,1790.6,0,0,39,0
1,1,74.95,1,0,0,0,0,0,0,0,74.95,0,0,1,1
0,0,34.65,0,0,0,1,1,1,1,0,246.6,0,0,7,0
1,1,69.35,0,1,0,0,0,0,0,0,261.65,0,0,4,0
1,1,95.35,1,1,0,0,0,0,0,0,898.35,0,0,10,1
1,1,81.55,1,0,0,0,0,0,0,0,4509.5,0,0,55,0
0,0,75.4,1,0,0,1,1,0,0,0,5480.25,0,1,72,0
0,0,67.8,1,0,1,1,0,0,0,0,653.15,0,0,10,0
1,1,111.4,1,1,0,0,0,1,0,0,1183.05,0,0,11,0
0,1,46.3,0,0,0,1,1,0,0,0,639.45,0,0,15,0
0,0,20.4,0,0,0,1,1,0,0,0,478.75,1,1,23,0
0,0,20.05,0,0,0,0,1,0,0,0,20.05,1,0,1,0
0,1,45.0,0,1,0,0,0,0,0,0,127.1,0,0,3,1
1,1,96.1,1,0,0,1,1,0,1,1,4391.45,0,0,47,0
0,0,19.65,0,0,0,0,1,0,0,1,270.6,1,0,15,0
1,1,99.5,0,0,0,0,0,0,0,0,6710.5,0,0,66,1
0,0,60.65,1,1,0,1,0,1,0,1,3975.9,0,0,68,0
1,0,98.6,0,0,0,1,1,1,0,1,1704.95,0,0,17,1
0,0,59.5,1,0,0,0,0,1,0,0,415.95,0,0,7,1
1,1,80.45,1,1,0,1,0,0,0,0,950.2,0,0,12,1
0,0,71.7,0,1,0,1,0,0,0,1,1497.05,0,0,21,0
0,0,36.0,1,0,0,0,0,1,0,0,780.15,0,0,21,0
0,0,65.2,0,0,0,1,1,0,1,1,3512.15,0,0,56,0
0,0,48.95,1,0,1,1,1,0,0,0,273.25,0,0,6,0
0,0,53.5,1,1,0,0,0,0,0,0,3517.9,0,1,65,0
0,0,80.45,0,0,1,1,0,1,1,1,3375.9,0,0,42,0
1,0,109.05,1,0,0,1,1,1,1,0,7508.55,0,1,68,0
0,0,26.3,0,0,0,1,1,0,0,0,1245.05,1,1,48,0
1,1,106.8,1,1,0,0,0,1,0,1,5347.95,0,0,50,0
0,1,64.95,1,1,0,0,0,0,0,0,493.65,0,0,7,0
0,1,19.35,0,0,0,1,1,0,0,0,1263.85,1,1,63,0
0,0,21.1,0,0,1,0,0,0,0,0,385.55,1,0,17,0
1,0,77.95,1,0,1,1,1,0,0,0,3384.0,0,0,42,1
0,0,18.85,0,0,0,1,1,0,0,0,84.2,1,0,4,0
0,0,26.0,0,0,0,0,1,0,0,0,1638.7,1,1,62,0
1,1,74.7,1,1,0,0,0,0,0,0,165.4,0,0,2,1
1,1,70.35,1,0,0,1,0,0,0,0,120.25,0,0,2,0
1,0,96.9,1,0,0,1,0,0,1,0,4473.45,0,1,48,0
0,0,19.55,0,0,0,1,0,0,0,0,520.55,1,1,27,0
0,0,80.4,1,0,0,1,1,1,0,0,5717.85,0,1,70,0
1,1,88.8,1,1,0,0,0,0,0,0,88.8,0,0,1,1
1,1,94.65,1,0,0,1,0,0,0,1,4312.5,0,0,46,0
1,1,90.25,1,0,0,0,0,0,0,0,2755.35,0,0,30,1
0,0,64.65,1,0,0,0,0,0,1,0,994.55,0,0,15,1
1,0,95.75,0,0,1,1,1,0,0,1,6511.25,0,0,69,0
0,0,19.55,1,0,1,0,0,0,0,0,1218.65,1,1,65,0
1,0,104.1,1,1,1,1,1,1,1,0,7447.7,0,1,72,0
1,0,89.05,1,1,0,1,0,1,0,0,1169.35,0,0,13,1
0,0,20.1,1,0,0,0,0,0,0,1,279.5,1,0,17,0
1,1,111.55,1,0,0,1,0,1,1,1,5720.35,0,0,51,0
0,0,60.5,0,0,1,1,1,1,1,0,3121.45,0,1,51,0
0,0,90.95,1,0,0,1,0,1,1,0,6468.6,0,1,72,0
1,1,87.4,0,0,0,1,1,0,0,1,5918.8,0,0,67,1
0,0,19.7,0,0,0,0,0,0,0,0,675.6,1,0,34,0
0,0,50.95,1,0,0,1,0,1,1,0,3521.7,0,1,67,0
0,0,20.05,1,0,0,1,0,0,0,1,923.1,1,0,49,0
0,0,19.4,1,0,0,1,1,0,0,0,1110.35,1,1,53,0
0,1,59.45,0,0,0,0,0,1,0,0,1611.65,0,0,27,0
1,1,94.75,1,1,0,0,0,0,0,0,2293.6,0,0,23,1
0,0,81.5,1,0,1,0,0,1,1,0,5553.25,0,1,69,0
0,0,29.05,0,0,0,1,1,1,0,0,44.75,0,0,2,0
1,1,86.45,1,0,0,0,0,0,0,0,3029.1,0,0,35,1
0,0,70.6,0,0,0,1,0,1,1,1,3231.05,0,0,46,0
1,0,97.2,1,0,0,0,0,0,0,0,5129.45,0,1,54,0
1,1,98.25,1,0,0,1,0,0,0,1,5508.35,0,0,56,1
1,0,75.75,1,0,0,1,0,0,0,0,655.9,0,0,9,1
0,0,59.2,0,0,0,0,0,1,1,0,1191.2,0,0,20,0
1,0,75.9,1,0,0,0,0,0,0,0,866.4,0,0,11,0
1,1,90.05,1,1,0,1,0,0,0,0,2627.2,0,0,30,0
0,0,70.95,0,0,0,1,0,0,1,0,4741.45,0,1,68,0
1,1,102.6,1,1,0,1,0,0,0,0,4009.2,0,0,38,0
1,0,85.35,1,1,0,1,0,0,1,0,1463.45,0,0,17,1
1,0,106.1,1,0,1,0,0,0,0,1,5082.8,0,0,48,1
0,1,43.8,0,0,0,0,0,0,0,0,43.8,0,0,1,0
0,1,59.0,0,0,0,1,1,0,1,0,3707.6,0,1,63,0
0,1,69.95,1,0,0,0,0,0,0,1,220.45,0,0,3,0
0,0,24.35,0,0,0,0,0,0,0,1,1133.7,1,0,48,0
0,0,29.45,0,0,1,0,0,1,0,1,1983.15,0,0,66,0
1,0,84.4,1,0,1,1,1,0,0,0,5746.75,0,1,68,0
0,1,45.05,1,1,0,0,0,0,0,0,770.6,0,0,17,1
0,0,20.65,0,0,0,1,1,0,0,1,134.05,1,0,7,0
0,0,87.1,1,0,0,1,0,1,1,0,6230.1,0,1,72,0
0,0,19.85,0,0,0,1,0,0,0,0,573.05,1,0,29,0
1,1,90.35,1,0,0,1,0,1,0,0,3419.3,0,0,37,0
1,0,109.8,1,0,0,0,0,0,1,0,3587.25,0,0,34,1
1,1,84.65,1,1,0,0,0,0,0,0,3541.35,0,0,42,1
0,0,65.5,0,0,0,1,1,1,1,1,3801.3,0,0,59,0
1,0,79.5,1,0,0,1,1,0,0,0,868.5,0,0,11,1
1,1,80.95,1,1,0,1,1,0,1,0,4859.1,0,0,60,0
0,0,56.15,1,0,0,0,0,1,0,0,1439.35,0,0,27,0
1,0,85.8,0,0,0,0,0,0,0,0,85.8,0,0,1,1
1,1,79.1,1,1,0,0,0,0,0,0,79.1,0,0,1,1
0,0,34.4,0,0,0,1,0,0,1,0,592.75,0,0,17,0
0,0,20.75,0,0,0,1,0,0,0,0,1185.95,1,1,58,0
0,0,18.8,0,0,0,1,1,0,0,1,18.8,1,0,1,0
0,0,44.3,0,0,0,1,1,0,0,0,134.5,0,0,3,1
1,1,90.8,0,0,0,0,0,0,1,0,4921.2,0,0,53,0
0,1,25.6,1,0,0,0,0,0,0,0,901.25,1,0,35,0
1,0,105.95,0,0,1,1,1,0,1,0,5341.8,0,0,50,1
0,0,70.8,0,0,1,1,1,1,0,0,4859.95,0,1,68,0
0,1,25.4,0,0,0,1,0,0,0,0,1139.2,1,0,47,0
1,0,108.8,1,1,0,1,0,0,0,0,7082.45,0,0,65,0
1,1,69.75,1,0,0,0,0,0,0,0,324.6,0,0,5,1
1,1,94.65,1,0,0,1,0,0,0,0,4812.75,0,0,51,1
1,0,96.05,0,0,0,0,0,0,0,0,4399.5,0,0,46,1
1,1,76.85,1,0,0,0,0,0,0,0,663.55,0,0,9,0
0,0,20.25,0,0,0,0,0,0,0,0,174.65,1,1,8,0
0,0,24.8,1,0,1,0,0,0,0,1,321.7,1,0,14,0
1,1,115.65,1,0,0,0,0,1,1,0,5125.5,0,0,45,0
1,0,74.6,1,0,1,0,0,0,0,0,548.9,0,0,8,0
0,0,50.15,1,1,0,0,1,0,0,0,50.15,0,0,1,1
1,0,103.15,1,0,0,1,1,0,1,1,7031.3,0,0,66,0
0,0,72.1,0,0,1,1,1,1,1,0,5016.65,0,1,72,0
1,0,113.6,1,0,0,1,0,1,1,0,4594.95,0,0,41,1
0,0,25.1,0,0,0,1,1,0,0,0,611.45,1,1,23,0
1,1,78.9,1,0,0,0,0,0,0,0,2384.15,0,0,29,1
1,1,80.15,1,0,0,0,0,0,1,0,319.85,0,0,4,0
0,0,25.4,0,0,0,1,1,0,0,0,153.3,1,1,6,0
1,0,105.4,1,1,1,1,0,1,1,1,7035.6,0,0,67,0
0,0,45.75,1,1,0,0,1,0,0,0,344.2,0,0,7,0
0,0,24.45,1,0,0,1,1,0,0,1,1431.65,1,0,56,0
0,0,25.0,0,0,1,1,0,0,0,0,1849.2,1,1,72,0
0,1,85.25,1,0,0,1,0,0,1,0,6083.1,0,1,72,0
0,0,19.6,0,0,1,1,1,0,0,0,426.65,1,1,23,0
0,0,50.15,0,0,0,0,1,0,0,0,1655.35,0,0,35,0
1,1,70.55,1,1,0,1,0,0,0,0,1943.9,0,0,27,0
0,1,60.05,1,0,0,1,1,1,0,0,1616.15,0,0,26,1
0,0,26.4,0,0,0,1,1,0,0,1,314.95,1,0,12,0
0,0,20.15,0,0,0,0,0,0,0,0,804.85,1,1,40,0
0,0,58.85,0,0,0,1,1,0,1,0,465.7,0,0,7,0
1,0,97.55,1,0,1,1,1,0,1,0,6669.05,0,0,70,0
0,0,19.65,0,0,1,1,1,0,0,0,1161.75,1,1,60,0
0,0,25.25,1,0,1,1,1,0,0,1,947.75,0,0,39,0
1,0,114.45,0,0,1,1,0,1,1,0,8375.05,0,1,72,0
0,1,34.7,1,0,0,0,0,0,0,0,34.7,0,0,1,1
0,1,70.7,1,0,0,1,1,1,0,1,3770.0,0,0,54,0
1,1,85.3,1,0,0,0,0,0,0,0,264.8,0,0,3,1
0,0,75.55,0,0,1,1,1,1,1,0,4707.85,0,1,63,0
1,1,84.8,1,0,0,1,1,1,0,0,6152.4,0,1,71,0
0,0,20.65,1,0,0,0,0,0,0,1,958.1,1,0,42,0
0,0,20.45,0,0,0,0,0,0,0,0,943.0,1,1,47,0
1,0,102.45,1,0,1,1,1,0,0,1,6615.15,0,0,66,1
1,0,104.4,1,0,0,1,0,0,1,0,2200.25,0,0,21,1
0,1,35.65,1,0,0,0,0,1,0,0,425.1,0,0,11,0
1,1,99.75,1,0,0,0,1,0,0,0,99.75,0,0,1,1
1,1,90.45,0,1,0,1,0,1,0,0,5044.8,0,0,55,0
1,0,97.65,1,0,1,0,0,1,0,0,6743.55,0,1,69,0
1,1,73.85,0,1,0,0,0,0,0,0,196.4,0,0,3,0
0,1,74.4,1,0,0,0,0,1,0,0,299.7,0,0,4,1
0,0,69.1,1,1,1,0,0,1,0,0,2093.9,0,1,30,0
1,1,82.75,1,0,0,0,0,1,0,0,417.75,0,0,5,0
0,0,24.4,1,0,1,1,0,0,0,0,1725.4,1,1,71,0
0,1,55.25,1,0,0,0,0,0,0,1,1620.2,0,0,29,0
0,0,61.35,0,0,0,1,0,1,0,0,3169.55,0,0,52,0
0,0,76.75,0,0,1,0,0,0,1,1,5233.25,0,0,68,0
0,0,19.4,0,0,0,1,1,0,0,0,967.85,1,1,46,0
0,0,54.75,1,0,1,0,0,0,0,0,438.05,0,0,8,0
0,0,19.7,0,0,1,1,0,0,0,0,1421.9,1,1,72,0
0,0,19.9,0,0,0,0,0,0,0,1,323.15,1,0,17,0
1,1,107.95,1,0,0,0,0,1,0,0,318.6,0,0,3,0
1,0,83.8,1,1,0,0,0,0,0,0,163.7,0,0,2,0
1,0,74.25,1,0,1,0,0,0,1,0,639.65,0,0,9,1
0,0,56.4,1,0,1,0,0,0,0,1,2928.5,0,0,51,0
0,0,20.1,0,0,0,1,1,0,0,0,100.35,1,1,6,0
1,1,94.9,0,0,0,1,0,0,0,0,273.2,0,0,3,0
1,1,94.2,1,1,0,0,0,0,0,0,1608.15,0,0,17,0
0,1,49.9,0,0,0,1,0,0,0,0,1441.95,0,0,30,0
0,1,71.05,1,0,0,0,0,1,0,0,2168.15,0,0,31,0
0,0,81.65,0,0,0,0,0,1,1,0,3618.7,0,1,45,0
1,0,89.45,0,0,0,1,0,0,1,1,5692.65,0,0,64,0
0,1,59.85,1,0,0,0,0,0,0,0,59.85,0,0,1,1
1,1,69.6,1,1,0,0,0,0,0,0,69.6,0,0,1,1
1,1,99.0,0,1,0,1,1,0,0,1,5969.3,0,0,61,0
0,0,19.05,0,0,0,0,0,0,0,0,19.05,1,0,1,0
0,1,45.4,1,0,0,0,0,0,0,0,418.8,0,0,9,1
1,0,114.45,0,0,0,1,1,1,1,0,8100.55,0,1,72,0
0,0,19.5,0,0,0,0,0,0,0,0,19.5,1,0,1,1
0,0,44.25,1,0,0,1,0,0,0,0,313.45,0,0,7,0
1,0,90.55,1,0,0,1,0,1,0,1,6130.95,0,0,66,0
1,1,69.9,1,0,0,0,0,0,0,0,69.9,0,0,1,1
0,0,20.4,1,0,0,1,1,0,0,0,745.3,1,0,40,0
0,0,71.4,1,0,0,0,0,0,0,0,1212.1,0,0,16,0
1,0,87.15,1,0,0,0,0,0,0,0,183.75,0,0,2,1
0,0,24.85,0,0,1,1,0,0,0,0,1583.5,1,1,67,0
1,0,104.45,1,0,0,1,0,0,1,1,4162.05,0,0,41,0
0,0,19.8,1,0,1,1,1,0,0,0,1119.9,1,1,56,0
1,0,116.45,1,0,0,0,0,1,1,0,8013.55,0,1,72,0
1,0,84.75,1,0,0,1,1,0,0,0,264.85,0,0,3,1
0,0,20.05,0,0,1,1,0,0,0,0,1102.4,1,1,54,0
1,1,110.75,1,1,0,0,0,1,0,0,5832.0,0,0,52,0
1,0,89.7,1,0,0,0,0,1,0,0,4304.5,0,1,50,0
1,1,89.95,1,0,0,0,0,1,0,0,1178.4,0,0,14,1
0,0,48.7,0,0,1,1,0,0,1,1,1421.75,0,0,27,0
1,0,96.6,1,1,0,1,0,1,1,0,6827.5,0,1,72,0
